COD;CODMUN7;Estado;ano;Nome;CV_SCR1 (1 ano);CV_SCR2 (15 meses);Poprural;PopUrb;RDPC;PEA;PEA_A;IDHM;IDHM_E;IDHM_L;IDHM_R;T_ANALF18M;T_MED18M;T_SUPER25M;T_AGUA;T_BANAGUA;T_DENS;T_LIXO;T_LUZ;AGUA_ESGOTO;POPDOMCHEFMULHERES;DENSDEMOG2010;PERC_NV_7CPN;CoberturaAB
130100;1301001;amazonas;2018;Carauari;140,65;74,31;23,4;76,6;222,32;9730;37,75;0,549;0,416;0,745;0,534;31,44;18,68;5,04;64,62;31,13;59,13;91,3;92,57;38,15;33,54;1;47,48;94,22
130110;1301100;amazonas;2018;Careiro;154,15;104,55;71,17;28,83;197,06;9175;28,03;0,557;0,431;0,779;0,515;14,86;16,35;2,55;56,5;32,3;68,87;98,47;88,45;53,81;27,91;5,37;47,64;100
130115;1301159;amazonas;2018;Careiro da Varzea;210,17;78,81;95,82;4,18;207,18;8480;35,44;0,568;0,45;0,779;0,523;17,94;19,63;3,17;14,95;16,07;49,87;88,71;88,19;72,6;26,25;9,09;44,36;100
130120;1301209;amazonas;2018;Coari;107,44;69,31;34,64;65,36;347,2;29216;38,46;0,586;0,425;0,78;0,606;18,67;22,3;5,17;32,29;51,77;65,54;85,17;88,37;28,24;36,32;1,31;46,54;100
130130;1301308;amazonas;2018;Codajas;138,71;88,25;31,89;68,11;239,64;8442;36,38;0,563;0,421;0,775;0,546;20,39;23,01;3,62;63,71;47,59;68,04;88,13;92,78;17,27;32,13;1,24;53,15;99,22
130140;1301407;amazonas;2018;Eirunepe;100,85;70,72;27,72;72,28;241,86;12350;40,27;0,563;0,431;0,756;0,548;36,14;22,07;5,51;52,29;23,75;53,4;45,84;82,73;37,26;38,74;2,04;54,46;89
130150;1301506;amazonas;2018;Envira;75;77,16;35,41;64,59;204,98;5254;32,16;0,509;0,349;0,727;0,521;35,05;17,13;4,92;44,82;24,55;55,43;91,75;73,34;43,97;33,91;2,18;59,62;100
130160;1301605;amazonas;2018;Fonte Boa;96,95;61,64;33,76;66,24;200,4;8207;35,97;0,53;0,4;0,719;0,518;26,62;16,79;3,1;67,64;31,25;72,65;66,57;88,32;28,37;28,92;1,88;36,88;100
130165;1301654;amazonas;2018;Guajara;79,81;60,56;46,85;53,15;191,04;3496;25,02;0,532;0,387;0,762;0,51;35,2;17,28;3,9;62,11;15,92;66,36;78,49;66,5;70,08;32,46;1,84;40,96;100
130170;1301704;amazonas;2018;Humaita;104,16;96,45;31,04;68,96;382,13;15817;35,76;0,605;0,451;0,791;0,621;18,54;26,21;6,53;77,32;58,58;56,12;91,88;90,73;26,98;30,45;1,34;57,85;83,17
130180;1301803;amazonas;2018;Ipixuna;83,38;59,19;57,32;42,68;154,54;6651;29,89;0,481;0,302;0,772;0,476;40,62;16,64;2,29;41,52;15,3;68,8;74,46;66,44;53,7;18,16;1,85;24,70;62,86
130185;1301852;amazonas;2018;Iranduba;142,05;96,91;28,94;71,06;349,23;15488;37,98;0,613;0,476;0,799;0,607;14,38;22,37;3,88;70,95;55,44;62,14;91,96;94,68;30,34;41,05;18,42;50,48;100
130190;1301902;amazonas;2018;Itacoatiara;102,57;75,27;33,03;66,97;373,71;34999;40,3;0,644;0,534;0,811;0,618;9,94;28,77;5,88;78,88;62,11;59,14;97,62;92,63;24,77;41,28;9,77;49,52;100
130195;1301951;amazonas;2018;Itamarati;100,83;50,83;44,36;55,64;214,95;1875;23,33;0,477;0,266;0,772;0,529;40,71;8,47;3,75;52,1;19,03;59,27;52,8;69,27;39,48;32,76;0,32;77,56;100
130200;1302009;amazonas;2018;Itapiranga;101,84;116,56;21,43;78,57;321,94;3125;38,06;0,654;0,594;0,792;0,594;9,26;33,48;5,21;82,78;48,43;61,75;91,65;89,43;37,49;34,14;1,94;60,23;100
130210;1302108;amazonas;2018;Japura;187,42;66,67;54,98;45,02;248,6;2602;35,52;0,522;0,345;0,748;0,552;29,28;10;3,79;48,06;31,51;73,99;43,83;86,57;32,9;23,17;0,13;35,76;100
130220;1302207;amazonas;2018;Jurua;89,92;66,53;47,36;52,64;227,39;4485;41,52;0,522;0,376;0,704;0,538;36,45;15,26;2,54;47,97;27,35;67,17;77,56;89,02;44,39;39,82;0,56;43,43;100
130230;1302306;amazonas;2018;Jutai;81,34;60,96;41,35;58,65;214,36;6621;36,8;0,516;0,34;0,766;0,528;30,74;13,29;3,83;63,7;14,65;77,25;20,16;85,11;30,97;24,65;0,26;29,17;100
130240;1302405;amazonas;2018;Labrea;116,14;81,12;35,79;64,21;227,62;15525;41,18;0,531;0,374;0,744;0,538;31,17;16,36;3,68;48,22;41,87;59,85;81,31;79,79;27,65;29,86;0,55;44,29;92,29
130250;1302504;amazonas;2018;Manacapuru;100,1;67,07;29,32;70,68;342,58;34354;40,35;0,614;0,481;0,795;0,604;17,11;24,71;3,59;70,31;55,6;64,38;93,78;90,08;26,84;35,8;11,62;37,69;85,93
130255;1302553;amazonas;2018;Manaquiri;136,82;69,93;69,03;30,97;254,15;8195;35,94;0,596;0,51;0,748;0,556;11,52;17,12;2,3;41,09;31,34;66,25;97,6;75,21;56,76;24,81;5,73;60,07;45,66
130260;1302603;amazonas;2018;Manaus;88,89;75,74;0,51;99,49;790,27;849048;47,12;0,737;0,658;0,826;0,738;4;49,57;10,97;89,65;83,55;50,19;98,29;99,63;6,45;45,85;158,06;51,71;45,51
130270;1302702;amazonas;2018;Manicore;81,4;41,43;56,72;43,28;295,23;18604;39,57;0,582;0,456;0,747;0,58;18,27;20,13;4,35;61,74;30,63;67,24;90,5;83,5;52,96;26,87;0,97;41,56;74,03
130280;1302801;amazonas;2018;Maraa;139,51;82,2;50,06;49,94;144,99;5411;30,87;0,498;0,348;0,763;0,466;19,38;13,73;1,96;49,73;29,03;82,75;83,79;90,05;24,7;26,87;1,04;47,90;100
130290;1302900;amazonas;2018;Maues;96,53;56,58;50,55;49,45;244,3;19813;37,93;0,588;0,464;0,8;0,549;11,23;19,86;5,56;53,85;40,49;71,87;97,43;76,82;49,39;35,39;1,31;30,23;83,18
130300;1303007;amazonas;2018;Nhamunda;97,16;90,91;61,65;38,35;195,12;6195;33,89;0,586;0,503;0,779;0,513;9,85;20,8;3,88;47,52;35,61;66,54;88,92;80,17;46,25;20,88;1,3;46,18;99,03
130310;1303106;amazonas;2018;Nova Olinda do Norte;146,22;74,57;55,61;44,39;232,07;13246;43,15;0,558;0,412;0,78;0,541;13,99;17,16;4,05;55,94;25,53;75,07;95,65;67,19;62,25;31,84;5,47;35,78;100
130320;1303205;amazonas;2018;Novo Airao;153,05;74,09;35,48;64,52;246,44;5480;37,22;0,57;0,434;0,776;0,551;16,66;22,52;5,95;65,45;44,34;69,66;97,46;86,35;29,18;31,26;0,39;26,61;92,81
130330;1303304;amazonas;2018;Novo Aripuana;78,61;43,53;34,39;65,61;219,69;8813;41,08;0,554;0,421;0,759;0,532;21,18;22,03;3,49;62,61;29,59;68,11;42,41;79,16;42,07;27,62;0,52;74,41;68,69
130340;1303403;amazonas;2018;Parintins;101,44;85,31;31,5;68,5;313,07;38916;38,14;0,658;0,605;0,8;0,589;6,57;33,46;7,24;73,24;50,17;65,05;91;84,92;36,06;38,89;17,14;47,12;91,4
130350;1303502;amazonas;2018;Pauini;128,82;48,99;49;51;218,21;6761;37,22;0,496;0,317;0,724;0,531;30,96;19,15;3,75;49,52;15,6;79,94;49,27;69,96;35,08;28,5;0,44;53,87;52,81
130353;1303536;amazonas;2018;Presidente Figueiredo;113,51;94,79;52,16;47,84;396,51;12112;44,57;0,647;0,538;0,802;0,627;7,82;30,06;4,86;83,42;74,67;53,39;100;94,6;15,92;31,33;1,07;57,71;100
130356;1303569;amazonas;2018;Rio Preto da Eva;160;73,33;52,54;47,46;315,24;11662;45,34;0,611;0,493;0,785;0,59;12,13;24,55;2,58;79,11;71,7;57,89;91,76;96,48;21,13;28,02;4,42;65,20;100
130360;1303601;amazonas;2018;Santa Isabel do Rio Negro;121,27;98,34;62,22;37,78;141,04;4951;27,28;0,479;0,323;0,737;0,461;33,43;17,56;3,61;45,24;23,12;87,59;94,26;52,51;10,38;20,97;0,29;25,27;58,07
130370;1303700;amazonas;2018;Santo Antonio do Ica;153,37;93,54;47,11;52,89;122,21;7070;28,88;0,49;0,353;0,759;0,438;23,18;14,55;2,45;50,55;11;77,57;65,57;89,18;65,89;17,65;1,99;61,22;100
130380;1303809;amazonas;2018;Sao Gabriel da Cachoeira;108,62;93,43;49,72;50,28;355,51;11031;29,11;0,609;0,476;0,777;0,61;15,87;24,21;4,38;43,43;27,52;77,78;91,47;65,48;10,81;21,12;0,35;22,74;54,21
130390;1303908;amazonas;2018;Sao Paulo de Olivenca;118,35;77,68;54,61;45,39;150,28;12579;40,03;0,521;0,386;0,78;0,471;24,86;19,55;2,12;38,51;17,23;73,51;0,06;70,07;51,09;15,72;1,59;47,06;100
130395;1303957;amazonas;2018;Sao Sebastiao do Uatuma;107,92;66,83;44,85;55,15;262,79;4428;41,36;0,577;0,464;0,739;0,561;11,16;22,48;2,39;68,33;43,03;73,32;91,67;75,85;35,06;32,67;1;27,96;100
130400;1304005;amazonas;2018;Silves;102,05;92,62;52,29;47,71;238,53;3118;36,93;0,632;0,584;0,791;0,546;8,55;27,62;6,61;54,15;32,66;67,9;97,7;81,81;52,6;34,17;2,25;44,16;100
130406;1304062;amazonas;2018;Tabatinga;103,37;93,14;30,45;69,55;338,4;19215;36,76;0,616;0,505;0,769;0,602;15,63;30,28;5,96;73,56;37,13;66,49;92,08;92,41;36,62;33,08;16,21;44,39;75,9
130410;1304104;amazonas;2018;Tapaua;136,9;82,44;44,34;55,66;193,97;8189;42,93;0,502;0,355;0,694;0,512;33,62;15,09;3,59;47,23;46,99;63,26;80,94;80,77;31,92;26,48;0,21;56,35;100
130420;1304203;amazonas;2018;Tefe;135,03;101,04;18,52;81,48;421,41;22249;36,2;0,639;0,511;0,801;0,637;15,65;28,4;7,99;79,11;46,53;65,68;79,26;96,39;19,28;33,24;2,59;39,35;94,56
130423;1304237;amazonas;2018;Tonantins;113,53;69,84;47,9;52,1;189,15;5678;33,25;0,548;0,416;0,779;0,508;21,83;17,62;4,56;32,38;9,49;68,99;61,9;79,38;72,56;19,17;2,66;55,63;100
130426;1304260;amazonas;2018;Uarini;105,2;26,91;42,86;57,14;223,11;5018;42,2;0,527;0,378;0,724;0,535;20,46;16,53;2,79;60,95;21,38;76,13;79,99;90,96;23,73;32,21;1,16;38,46;100
130430;1304302;amazonas;2018;Urucara;103;104,87;42,17;57,83;246,99;6186;36,19;0,62;0,575;0,754;0,551;8,89;29,81;3,58;80,65;53,58;65,54;96,36;93,63;29,65;29,49;0,61;52,49;100
130440;1304401;amazonas;2018;Urucurituba;184,47;99,03;41,43;58,57;227,55;6999;39,24;0,588;0,487;0,776;0,538;10,06;21,06;2,86;64,7;46,98;72,31;76,41;79,07;33,22;27,79;6,14;51,12;100
140002;1400027;Roraima;2018;Amajari;108,7;60;86,93;13,07;121,32;1904;20,41;0,484;0,319;0,815;0,437;39,65;13,95;1,3;55,65;25,41;73,68;100;48,19;26,96;20,74;0,33;24,94;100
140005;1400050;Roraima;2018;Alto Alegre;79,33;71,85;70,94;29,06;201,32;5927;36,03;0,542;0,379;0,813;0,518;40,86;19,33;3,54;65,14;33,82;68,01;98,69;54,83;21,22;27,47;0,64;14,25;100
140010;1400100;Roraima;2018;Boa Vista;100,5;83,7;2,29;97,71;786,55;136734;48,09;0,752;0,708;0,816;0,737;6,27;52,2;12,99;98,7;89,2;44,85;97,76;99,29;4,18;45,72;49,99;51,34;73,46
140015;1400159;Roraima;2018;Bonfim;291,23;158,36;66,09;33,91;329,22;4041;36,93;0,626;0,509;0,809;0,597;14,71;22,43;4,95;91,78;43,28;69,88;80,78;70,62;40,25;28,22;1,35;26,34;100
140017;1400175;Roraima;2018;Canta;41,5;35,16;83,76;16,24;297,59;4553;32,75;0,619;0,509;0,803;0,581;19,01;22,85;4,63;93,26;44,13;64,07;97,59;81,61;38,43;32,21;1,81;33,53;100
140020;1400209;Roraima;2018;Caracarai;87,66;85,86;40,7;59,3;336,05;7021;38,16;0,624;0,518;0,78;0,601;14,48;27,57;4,61;88,5;61,25;64,14;95,61;89,18;21,66;39,04;0,39;37,19;100
140023;1400233;Roraima;2018;Caroebe;128,33;196,11;59,03;40,97;334,97;3522;43,41;0,639;0,549;0,791;0,6;13,39;23,27;5,13;94,48;59,6;45,95;83,95;93,27;25,54;24,27;0,67;63,54;100
140028;1400282;Roraima;2018;Iracema;94,74;98,03;53,1;46,9;261,18;3478;40;0,582;0,434;0,81;0,56;31,57;18,45;3,37;80,99;57,33;57,71;96,26;76,84;12,25;30,88;0,6;37,68;100
140030;1400308;Roraima;2018;Mucajai;82,89;82,57;39,6;60,4;487,66;5205;35,19;0,665;0,547;0,813;0,661;18,62;27,08;5,29;94,38;66,41;52,22;94,9;91,56;16,82;38,13;1,19;42,77;100
140040;1400407;Roraima;2018;Normandia;73,58;85,43;74,15;25,85;203,43;2867;32,07;0,594;0,502;0,801;0,52;13,7;25,06;3,91;65,16;35,64;82,4;66,36;53,71;35,77;29,41;1,28;31,32;100
140045;1400456;Roraima;2018;Pacaraima;160,82;104,66;56,73;43,27;388,35;3649;34,98;0,65;0,558;0,788;0,624;10,79;31,2;4,56;79,57;44,16;69,2;95,3;74,53;31,99;35,74;1,3;27,66;100
140047;1400472;Roraima;2018;Rorainopolis;70,43;70,61;56,04;43,96;284,22;10385;42,77;0,619;0,519;0,798;0,574;15,98;23,53;5,59;87,9;47,32;51,09;98,17;91;37,15;29,13;0,72;56,05;100
140050;1400506;Roraima;2018;Sao Joao da Baliza;71,9;34,71;29,75;70,25;365,67;3150;46,54;0,655;0,587;0,78;0,614;12,63;31,47;6,63;93,77;72,54;44,94;87,44;92,38;9,65;27,46;1,58;57,98;100
140060;1400605;Roraima;2018;Sao Luiz;100,95;90,48;34;66;344,73;2222;32,92;0,649;0,574;0,788;0,605;13,27;30,01;6,17;94,87;78,15;41,44;88,77;96,51;12,03;25,07;4,42;58,14;100
140070;1400704;Roraima;2018;Uiramuta;126,18;104,01;86,41;13,59;123,16;2867;34,23;0,453;0,276;0,766;0,439;31,63;8,17;1,36;47,3;9,57;88,64;53,15;27,41;21,62;18,19;1,04;24,76;100
150010;1500107;Para;2018;Abaetetuba;79,51;54,01;41,18;58,82;293,01;58218;41,26;0,628;0,537;0,798;0,579;14,97;27,35;4,53;68,86;44,71;62,09;97,86;91,8;39,8;29,95;87,61;59,75;53,12
150013;1500131;Para;2018;Abel Figueiredo;122,46;94,2;11;89;390,12;2785;41,08;0,622;0,481;0,8;0,625;19,24;16,9;3,43;91,76;63,79;38,23;91,23;95,97;26,33;33,74;11,04;64,62;100
150020;1500206;Para;2018;Acara;65,47;52,87;76,44;23,56;199,34;22814;42,59;0,506;0,332;0,757;0,517;22,85;9,64;1,88;64,01;20,25;63,18;78,48;73,66;55,71;29,36;12,33;39,78;51,02
150030;1500305;Para;2018;Afua;44,01;30,57;72,95;27,05;163,98;11375;32,46;0,489;0,311;0,774;0,485;31,73;10,67;2,3;26,56;14,79;78,76;96,9;70,23;76,98;26,56;4,19;22,80;27,13
150034;1500347;Para;2018;agua Azul do Norte;25;16,51;80,54;19,46;266,02;9637;38,46;0,564;0,399;0,797;0,563;12,56;7,65;0,7;94,37;72,93;38,54;93,72;94,23;19,47;16,13;3,52;66,82;64,65
150040;1500404;Para;2018;Alenquer;77,77;63,07;47,32;52,68;215,33;19728;37,49;0,564;0,436;0,779;0,529;17,15;16,81;3,01;79,14;28,88;61,79;81,15;73,7;59,29;35,51;2,23;33,95;49,74
150050;1500503;Para;2018;Almeirim;145,36;86,34;40,61;59,39;484,16;14292;42,52;0,642;0,497;0,809;0,659;14,85;31,37;7,56;78,03;46,54;51,2;91,01;86,42;33,56;31,47;0,46;47,05;62,36
150060;1500602;Para;2018;Altamira;107,54;70,35;15,12;84,88;492,05;45449;45,87;0,665;0,548;0,811;0,662;13,41;26,98;5,9;86,79;65,31;40,91;91,05;92,81;24,32;39,98;0,62;62,15;71,21
150070;1500701;Para;2018;Anajas;103,08;55,99;61,65;38,35;186,88;8180;33,04;0,484;0,29;0,774;0,506;36,1;7,39;1,6;21,06;11,79;75,33;89,43;72,97;76,03;21,01;3,58;26,52;36,36
150080;1500800;Para;2018;Ananindeua;61,92;41,33;0,25;99,75;564,76;225873;47,86;0,718;0,658;0,821;0,684;3,62;44;7,27;92,1;78,93;43,37;97,83;99,85;9,43;46,26;2477,55;47,67;82,57
150085;1500859;Para;2018;Anapu;126,46;71,59;52,13;47,87;266,28;9605;46,76;0,548;0,371;0,788;0,563;20,98;13,15;2,53;84,69;24,33;50,41;74,44;75,5;48,31;28,42;1,73;50,15;76,4
150090;1500909;Para;2018;Augusto Corrêa;92,6;56,58;54,96;45,04;159,05;12948;31,97;0,52;0,38;0,772;0,48;28,83;11,31;1,61;82,76;25,07;55,27;59,19;90,35;49,51;38,75;37,1;43,40;100
150095;1500958;Para;2018;Aurora do Para;155,67;71,79;69,23;30,77;184,39;7752;29,2;0,519;0,358;0,773;0,504;25,21;12,49;2,4;83,68;39,58;53,46;84,48;80,6;38,79;25,24;14,65;52,45;56,61
150100;1501006;Para;2018;Aveiro;149,04;88,54;79,94;20,06;148,71;5958;37,59;0,541;0,45;0,748;0,47;15,12;12,68;2,24;66,97;24,13;62,65;53,95;76,24;61,45;32,89;0,93;23,08;100
150110;1501105;Para;2018;Bagre;119,49;42,26;55,33;44,67;159,41;8639;36,2;0,471;0,28;0,777;0,481;26,08;9,54;1,21;43,17;14,56;81,17;82,39;64,35;69,04;19,09;5,43;29,90;69,44
150120;1501204;Para;2018;Baiao;82,38;75,2;49,69;50,31;226,99;15151;41,08;0,578;0,467;0,77;0,538;14,93;22,58;3,25;80,15;45,79;63,52;66,7;88,35;33,51;29,03;9,81;51,38;81,33
150125;1501253;Para;2018;Bannach;124,49;104,08;62,63;37,37;416,31;1436;41,85;0,594;0,42;0,784;0,635;19,54;16,5;1,77;87,7;67,44;32,46;87,61;86,39;19,99;22,51;1,16;65,31;100
150130;1501303;Para;2018;Barcarena;111,21;65,34;63,65;36,35;437,43;42954;43,01;0,662;0,564;0,801;0,643;9,17;31,83;4,96;82;62,13;51,4;98,61;96,48;26,34;36,95;76,21;56,55;91,05
150140;1501402;Para;2018;Belem;81,99;58,03;0,86;99,14;853,82;667049;47,87;0,746;0,673;0,822;0,751;3,47;49,35;14,33;96,09;86,84;43,19;97,15;99,76;4,73;46,84;1315,26;60,06;43,8
150145;1501451;Para;2018;Belterra;186,09;73,31;58,01;41,99;241,57;5772;35,37;0,588;0,478;0,775;0,548;13,57;21,89;3,04;68,7;37,92;50,75;67,13;87,89;50,79;36,51;3,71;54,39;100
150150;1501501;Para;2018;Benevides;96,6;54,96;44,02;55,98;385,83;22785;44,11;0,665;0,592;0,798;0,623;7,3;31,1;4,51;94,01;76,75;50,46;93,52;99,77;16,13;41,54;274,99;50,05;100
150157;1501576;Para;2018;Bom Jesus do Tocantins;95;105,45;46,67;53,33;337,28;6513;42,57;0,589;0,437;0,777;0,601;22,88;17,48;3,61;88,44;50,48;42,46;86,54;82,83;30,1;32,63;5,43;66,43;100
150160;1501600;Para;2018;Bonito;108,38;57,54;71,92;28,08;218,05;5702;41,83;0,546;0,398;0,77;0,531;23,23;14,51;1,38;88,71;32,4;42,79;77,82;95,82;42,65;24,68;23,23;44,68;100
150170;1501709;Para;2018;Braganca;92,47;50,17;35,86;64,14;311,97;44368;39,19;0,6;0,486;0,755;0,589;16,94;24,18;4,47;73,73;55,22;48,56;83,88;95,73;33,48;39,65;54,13;38,58;100
150172;1501725;Para;2018;Brasil Novo;90,3;79,7;56,03;43,97;408,55;6473;41,26;0,613;0,451;0,809;0,632;19,15;14,18;2,46;81,02;52,48;35,9;92,7;85,9;27,73;23,66;2,47;49,86;100
150175;1501758;Para;2018;Brejo Grande do Araguaia;131,52;106,52;41,12;58,88;310,08;2860;39,09;0,591;0,473;0,743;0,588;21,85;20,22;3,27;93,36;42,1;36,62;70,83;90,16;41,91;33,26;5,68;46,74;100
150178;1501782;Para;2018;Breu Branco;66,19;47,13;44,17;55,83;252,31;19033;36,26;0,568;0,422;0,781;0,555;22,15;14,96;2,11;88,19;42,8;53,72;98,1;97,4;45,37;33,81;13,32;44,81;32,25
150180;1501808;Para;2018;Breves;76,83;21,87;49,86;50,14;209,14;33214;35,77;0,503;0,312;0,778;0,524;26,91;13,16;2,97;45,63;22,97;74,51;95,17;74,62;60,55;29,61;9,72;21,73;55,26
150190;1501907;Para;2018;Bujaru;110,49;86,72;68,48;31,52;174,18;9781;38,07;0,552;0,437;0,779;0,495;15,85;16,3;1,37;73,37;23,83;63,07;85,04;81,41;54,04;25,12;25,56;30,80;60,89
150195;1501956;Para;2018;Cachoeira do Piria;28,57;29,87;79,11;20,89;130,4;8339;31,49;0,473;0,303;0,779;0,449;30,96;9,78;0,66;71,32;6,68;58,42;77,52;65,68;75,78;21,73;10,76;21,90;83,77
150200;1502004;Para;2018;Cachoeira do Arari;85,11;95,14;64,02;35,98;209,79;7299;35,7;0,546;0,398;0,778;0,525;14,64;12,17;1,76;76,66;31,57;60,19;86,9;72,76;46,84;34,19;6,59;28,00;14,93
150210;1502103;Para;2018;Cameta;92,27;70,31;56,29;43,71;226,99;49640;41,06;0,577;0,474;0,754;0,538;11,43;22,04;3,15;62,32;43,07;71,59;88,13;85,35;42,24;27,05;39,23;44,32;46,89
150215;1502152;Para;2018;Canaa dos Carajas;98,52;65,46;22,42;77,58;517,33;12370;46,3;0,673;0,569;0,801;0,67;10,65;29,69;4,64;94,89;62,11;36;98,4;98,59;21,73;37,41;8,49;60,88;100
150220;1502202;Para;2018;Capanema;87,99;65,45;20,28;79,72;356,27;27622;43,4;0,655;0,58;0,794;0,61;14,87;29,25;3,68;90,45;56,34;32,96;96,27;99;21,88;35,51;103,53;41,59;100
150230;1502301;Para;2018;Capitao Poco;113,66;66,58;58,68;41,32;283,1;22465;43,29;0,548;0,385;0,747;0,573;26,2;15,21;2,7;86,31;47,99;44,76;98,87;90,75;35,45;27,68;17,9;77,68;97,94
150240;1502400;Para;2018;Castanhal;84,95;71,13;11,42;88,58;467,32;75319;43,5;0,673;0,582;0,8;0,654;8,39;32,63;5,72;92,91;67,2;41,74;96,08;99,51;19,78;40,79;168,29;65,93;89,62
150250;1502509;Para;2018;Chaves;73,51;48,65;88,05;11,95;198,83;7260;34,56;0,453;0,234;0,769;0,516;28,92;3,04;1,43;27,88;8,91;72,7;77,52;62,55;85,36;23,02;1,61;9,79;59,83
150260;1502608;Para;2018;Colares;143,83;78,4;67,83;32,17;231,98;4085;35,89;0,602;0,528;0,763;0,541;11,36;22,25;2,95;88,59;53,01;52,4;88,93;95,48;37,01;40,5;18,66;48,37;100
150270;1502707;Para;2018;Conceicao do Araguaia;67,45;50,72;28,74;71,26;405,29;19708;43,26;0,64;0,54;0,77;0,631;15,51;27,19;5,81;89,89;71,41;30,76;94,09;88,52;15,58;37,08;7,81;50,19;88,9
150275;1502756;Para;2018;Concordia do Para;106,3;87,2;46,53;53,47;260,68;11278;39,97;0,566;0,438;0,741;0,56;22,24;16,48;2,17;82,49;28,9;55,67;83,71;91,68;58,67;27,5;40,84;43,95;62,51
150276;1502764;Para;2018;Cumaru do Norte;29,45;24,54;74,1;25,9;417,06;4874;46,57;0,55;0,33;0,795;0,635;26,19;8,35;1,92;80,98;43,16;46,25;78,53;71,58;21,31;21,62;0,61;42,22;100
150277;1502772;Para;2018;Curionopolis;103,86;82,46;31,49;68,51;319,35;6477;35,42;0,636;0,536;0,809;0,592;19,71;22,15;2,97;69,93;55,97;40,55;73,45;99,22;40,46;34,23;7,72;65,58;100
150280;1502806;Para;2018;Curralinho;48,06;48,34;61,71;38,29;188,88;10044;35,18;0,502;0,323;0,769;0,508;23,32;10,81;2,6;33,84;17,28;78,61;69,27;73,05;68,4;24,4;7,89;30,48;41,21
150285;1502855;Para;2018;Curua;224,87;130,69;52,82;47,18;180,94;4533;36,99;0,578;0,495;0,78;0,501;15,77;19,88;5,1;78,44;19,07;64,36;36,72;84,34;66,25;29,11;8,56;44,96;100
150290;1502905;Para;2018;Curuca;109,5;71,9;64,5;35,5;233,96;11312;32,99;0,582;0,48;0,758;0,542;11,73;20,2;1,29;91,51;61,26;47,34;80,59;98,63;21,72;39,5;50,98;53,51;97,41
150293;1502939;Para;2018;Dom Eliseu;156,81;74,23;36,64;63,36;348,04;22724;44,28;0,615;0,502;0,763;0,606;19,23;18,84;4,06;83,71;43,74;42,32;86,19;96,18;49,92;36,51;9,74;63,99;83,17
150295;1502954;Para;2018;Eldorado do Carajas;50,49;48,77;47,84;52,16;281,12;12463;39,21;0,56;0,405;0,757;0,572;23,21;12,32;2,17;91,16;37,97;40,1;53,35;90,13;43,64;29,07;10,75;45,66;52,44
150300;1503002;Para;2018;Faro;103,36;76,51;25,06;74,94;180,47;2623;32,08;0,563;0,47;0,756;0,501;11,68;19,92;3,93;76,32;41,29;58,01;54,08;85,28;40,52;38,17;0,69;33,80;100
150304;1503044;Para;2018;Floresta do Araguaia;134,73;67,66;50,96;49,04;283,57;7050;39,68;0,583;0,437;0,792;0,573;20,37;17,09;4,02;68,6;45,07;36,03;54,34;81,47;27,9;27,27;5,16;47,61;87,36
150307;1503077;Para;2018;Garrafao do Norte;88,48;72,79;65,62;34,38;229,91;10793;43,11;0,526;0,353;0,763;0,54;33,1;12,35;2,55;80,5;24,21;52,33;53,43;79,33;56,29;27,76;15,66;64,07;100
150309;1503093;Para;2018;Goianesia do Para;68,46;40,07;30,73;69,27;303,9;11658;38,3;0,56;0,404;0,743;0,585;24,42;14,06;2,09;85,42;49,96;43,21;88,59;97,16;40,27;28,18;4,33;54,09;61,37
150310;1503101;Para;2018;Gurupa;123,8;65,37;67,04;32,96;191,06;10269;35,33;0,509;0,333;0,777;0,51;27,26;10,56;1,27;39,19;30,91;72,57;96,62;73,5;62,89;25,33;3,4;16,10;53,15
150320;1503200;Para;2018;Igarape-Acu;100,18;80,36;40,91;59,09;293,71;14463;40,3;0,595;0,49;0,743;0,579;16,87;22,19;2,8;85,97;57,02;46,38;90,37;94,98;31,38;34,52;45,66;62,98;100
150330;1503309;Para;2018;Igarape-Miri;81,07;48,35;54,88;45,12;196,34;23409;40,31;0,547;0,413;0,77;0,514;20,56;15,74;2,47;47,69;25,34;68,73;90,63;82,56;53,81;29,01;29,08;49,30;45,25
150340;1503408;Para;2018;Inhangapi;83,04;26,32;72,39;27,61;245,7;3664;36,5;0,572;0,456;0,748;0,55;17;20,2;2,66;77,37;29,67;53,99;95,78;92,2;40,39;36,24;21,29;60,00;100
150345;1503457;Para;2018;Ipixuna do Para;134,88;56,01;76,17;23,83;188,48;15099;29,43;0,489;0,304;0,757;0,508;24,57;7,88;1,78;76,56;43,45;57,74;83,44;77,37;38,22;24,68;9,84;43,77;77,61
150350;1503507;Para;2018;Irituia;158,7;82,61;79,2;20,8;224,25;13993;44,61;0,559;0,427;0,763;0,536;21,43;15,16;2,13;82,58;38,5;53,84;87,16;91,26;37,82;34,15;22,74;55,53;98,03
150360;1503606;Para;2018;Itaituba;112,01;50,62;27,5;72,5;440,6;40901;41,95;0,64;0,51;0,8;0,644;15,13;20,71;4,03;85,39;54,43;49,1;93,05;94,58;35,96;41,79;1,57;48,01;79,63
150370;1503705;Para;2018;Itupiranga;60,88;38,08;60;40;234,25;18110;35,36;0,528;0,364;0,746;0,543;25,13;13,93;2,07;83,72;27,9;44,87;82,45;88,57;54,04;31,07;6,5;30,33;39,93
