COD;CODMUN7;Estado;ano;Nome;CV_SCR1 (1 ano);CV_SCR2 (15 meses);Poprural;PopUrb;RDPC;PEA;PEA_A;IDHM;IDHM_E;IDHM_L;IDHM_R;T_ANALF18M;T_MED18M;T_SUPER25M;T_AGUA;T_BANAGUA;T_DENS;T_LIXO;T_LUZ;AGUA_ESGOTO;POPDOMCHEFMULHERES;DENSDEMOG2010;PERC_NV_7CPN;CoberturaAB
150815;1508159;Para;2016;Uruar ;68,69;62,13;45,46;54,54;353,67;18923;42,25;0,589;0,42;0,798;0,609;16,38;15,62;2,09;79,48;47,6;44,67;86,1;77,79;38,02;22,76;4,15;51,49;94,28
150820;1508209;Para;2016;Vigia;64,21;55,26;32,44;67,56;323,12;19390;40,49;0,617;0,516;0,768;0,594;10,81;21,45;3,66;90,41;58,37;51,83;95,4;99,23;29,4;42,19;88,83;36,65;65,66
150830;1508308;Para;2016;Viseu;59,21;50,36;67,56;32,44;160,09;16048;28,3;0,515;0,366;0,776;0,482;24,05;11,34;2,03;77,42;23,61;55,24;57,01;90,73;54,43;34,64;11,54;39,9;52,58
150835;1508357;Para;2016;Vitoria do Xingu;86,32;74,07;60,08;39,92;323,18;5695;42,4;0,596;0,451;0,792;0,594;17,26;14,02;2,27;80,48;45,34;58,06;38,77;85,37;34,83;30,82;4,35;51,52;100
150840;1508407;Para;2016;Xinguara;74,4;71,91;22,38;77,62;520,57;18477;45,54;0,646;0,503;0,8;0,671;13,24;22,31;4,79;88,12;70,51;28,42;92,71;98,32;21,32;34,18;10,74;62,5;88,6
160005;1600055;Amapa;2016;Serra do Navio;46,03;41,27;41,21;58,79;484,63;1767;40,34;0,709;0,692;0,783;0,659;11,88;39,73;5,4;94,59;69,69;50,36;95,9;98,25;14,82;42,56;0,56;64,18;100
160010;1600105;Amapa;2016;Amap ;104,97;104,35;13,76;86,24;406,9;3225;39,97;0,642;0,532;0,79;0,631;12,11;26,65;3,66;80,26;35,62;57,34;87,32;95,35;40,94;56,05;0,88;38,35;100
160015;1600154;Amapa;2016;Pedra Branca do Amapari;67,65;70,59;44,64;55,36;397,98;4957;46,02;0,626;0,502;0,779;0,628;18,12;25,61;3,36;80,56;44,07;63,13;96,02;84,87;37,57;31,27;1,13;27,78;100
160020;1600204;Amapa;2016;Calcoene;88,32;74,11;18,81;81,19;417,71;3873;43,03;0,643;0,55;0,759;0,636;14,03;23,14;3,65;87;35,79;57,8;89,47;93,96;43,16;40,11;0,63;28,98;100
160021;1600212;Amapa;2016;Cutias;160;132,94;48;52;287,41;1705;36,31;0,628;0,566;0,76;0,576;12,5;28,56;5,55;73,84;64,72;63,39;97,83;95,99;21,82;30,05;2,22;19,1;100
160023;1600238;Amapa;2016;Ferreira Gomes;106,88;93,12;28,04;71,96;416,72;2472;42,61;0,656;0,542;0,82;0,635;14,74;30,6;3,95;77,82;63,02;56,28;89,85;95,57;27,24;38,89;1,15;38,33;100
160025;1600253;Amapa;2016;Itaubal;75,23;47,71;58,87;41,13;213,26;1540;36,11;0,576;0,477;0,758;0,528;15,45;20,63;1,76;68,46;45,33;71,41;100;91,94;26,42;32,24;2,5;18,18;100
160027;1600279;Amapa;2016;Laranjal do Jari;72,43;91,81;5,1;94,9;432,92;16530;41,39;0,665;0,573;0,801;0,641;12,49;32;4,08;91,53;60,59;55,95;88,94;98,73;23,58;39,5;1,29;44,7;100
160030;1600303;Amapa;2016;Macap ;108,38;95,89;4,27;95,73;717,88;185996;46,71;0,733;0,663;0,82;0,723;6,62;51,4;14,1;95,07;74,07;50,18;98,31;99,81;16,25;46,11;62,14;40,41;89,05
160040;1600402;Amapa;2016;Mazagao;59,96;46,61;51,43;48,57;353,61;6201;36,41;0,592;0,449;0,758;0,609;23,69;22,75;3,24;62,42;29,83;66,86;74,92;85,86;53,72;37,77;1,3;23,91;100
160050;1600501;Amapa;2016;Oiapoque;62,5;56,58;32,46;67,54;598,38;9060;44,18;0,658;0,527;0,779;0,693;9,82;23,37;5,73;84,3;43,89;63,01;95,26;95,52;45,62;42,27;0,91;33,27;87,54
160053;1600535;Amapa;2016;Porto Grande;75,85;75,61;35,7;64,3;356,65;7243;43,09;0,64;0,554;0,777;0,61;13,95;28,47;4,73;84,5;35,57;56,12;96,77;94,51;39,28;34,84;3,82;35,77;87,7
160055;1600550;Amapa;2016;Pracueba;73,49;72,29;50,41;49,59;228,81;1271;33,51;0,614;0,544;0,79;0,539;12,9;25,01;3,39;95,26;38,08;66,13;93,32;98,25;49,15;52,86;0,77;9,09;76,14
160060;1600600;Amapa;2016;Santana;119,16;90,64;2,12;97,88;469,24;42493;41,96;0,692;0,638;0,794;0,654;10,65;42,37;7,86;92,5;72,21;58,11;95,11;99,33;16,28;44,02;64,11;38,93;100
160070;1600709;Amapa;2016;Tartarugalzinho;94,67;100,67;48,13;51,87;250,2;4401;35,03;0,592;0,473;0,794;0,553;18,66;18,91;3,93;81,57;38,79;65,28;91,32;90,14;39,08;38,87;1,87;21,54;68,04
160080;1600808;Amapa;2016;Vitoria do Jari;75,91;57,66;17,11;82,89;309,39;4373;35,19;0,619;0,517;0,781;0,587;16,35;25,27;3,01;67,54;24,9;63,97;99,83;94,11;48,85;40,71;5,01;46,34;100
170025;1700251;Tocantins;2016;Abreulandia;106,67;126,67;38,27;61,73;624,03;1153;48,22;0,665;0,502;0,835;0,7;14,19;23,9;7,76;60,53;73,01;30,45;94,35;80,22;11,84;34,21;1,26;44,44;100
170030;1700301;Tocantins;2016;Aguiarnopolis;97,37;114,47;19,76;80,24;374,27;2122;41,11;0,657;0,571;0,804;0,618;18,32;28,05;3,06;93,34;71,39;43,69;93,6;97,77;16,77;68,46;21,93;56,47;100
170035;1700350;Tocantins;2016;Alianca do Tocantins;97,14;97,14;16,13;83,87;357,08;2362;41,65;0,663;0,596;0,801;0,61;15,71;31,72;7,19;98,72;87,06;24,75;94,21;97,64;9,49;39,58;3,59;52,94;100
170040;1700400;Tocantins;2016;Almas;94,17;73,79;20,79;79,21;369,39;3106;40,94;0,636;0,524;0,796;0,616;24,03;26,23;5,25;93,17;73,61;32,29;77,06;88,62;5,5;49,19;1,89;59,29;100
170070;1700707;Tocantins;2016;Alvorada;101,69;93,22;7,27;92,73;539,26;4197;50,12;0,708;0,623;0,843;0,677;10,9;34,35;7,53;97,22;96,97;21,43;99,29;99,92;2,06;44,22;6,91;75,51;100
170100;1701002;Tocantins;2016;Anan s;97,09;98,84;17,45;82,55;380,36;3934;39,88;0,671;0,605;0,804;0,621;21,03;31,66;8,86;95,42;72,28;32,98;87,44;98,41;13,8;38,58;6,26;70,51;100
170105;1701051;Tocantins;2016;Angico;113,33;82,22;38,96;61,04;288,86;1247;39,28;0,648;0,612;0,773;0,576;18,62;28,67;7,56;88,95;74,15;33,77;86,62;98,24;12,68;34,72;7,03;54,17;100
170110;1701101;Tocantins;2016;Aparecida do Rio Negro;96,25;93,75;21,36;78,64;320,54;1656;39,31;0,651;0,588;0,791;0,593;16,16;29,62;4,72;92,8;84,7;30,94;95,19;94,08;3,07;42,3;3,63;69,57;100
170130;1701309;Tocantins;2016;Aragominas;125;123,53;62,09;37,91;357,45;2837;48,23;0,593;0,461;0,739;0,611;25,75;18,58;4,47;79,42;49,45;31,59;99,46;98,02;19,47;21,66;5,01;55,22;100
170190;1701903;Tocantins;2016;Araguacema;108,54;78,05;53,7;46,3;308,94;2790;44,17;0,639;0,553;0,805;0,587;17,86;27,74;6,59;93,49;66,52;33,46;97,69;83,44;14,88;30,57;2,27;56,84;100
170200;1702000;Tocantins;2016;Araguacu;103,06;89,8;33,05;66,95;435,22;3994;45,46;0,675;0,602;0,796;0,642;15,5;27,51;6,4;99,66;91,43;15,67;96,97;96,44;6,49;25,9;1,7;55,91;100
170210;1702109;Tocantins;2016;Araguaina;87;78,45;5,02;94,98;737,63;74333;49,4;0,752;0,712;0,821;0,727;9,25;46,45;11,45;97,76;91,6;31,09;95,22;98,97;4,45;38,28;37,62;69,44;84,61
170215;1702158;Tocantins;2016;Araguana;119,78;103,3;32,68;67,32;372,96;2251;44,75;0,604;0,473;0,756;0,617;19,89;22,3;6,08;97,27;85,22;41,35;97;95,64;6,91;35,58;6,02;55,17;100
170220;1702208;Tocantins;2016;Araguatins;67,51;60,07;35,73;64,27;342,07;11763;37,55;0,631;0,525;0,793;0,604;21,64;26,15;7,29;88,75;57,22;40,67;88,34;93,25;25,53;36,15;11,93;60,22;100
170230;1702307;Tocantins;2016;Arapoema;113,83;107,45;19,09;80,91;442,33;2991;44,36;0,68;0,601;0,81;0,645;19,12;28,53;6,75;97,45;84,45;27,67;94,74;98,5;7,97;30,85;4,34;71,13;100
170240;1702406;Tocantins;2016;Arraias;86,21;81,61;30,76;69,24;418,64;4288;40,28;0,651;0,523;0,829;0,636;22,83;28,56;9,66;80,34;68,89;25,85;92,38;86,22;7,99;41,02;1,84;58,97;96,03
170255;1702554;Tocantins;2016;Augustinopolis;87,96;88,58;17,39;82,61;364,32;6788;42,56;0,67;0,619;0,793;0,614;24,4;32,06;5,82;94,03;72,75;34,21;83,82;96,53;14,92;39,87;40,38;48,42;97,86
170270;1702703;Tocantins;2016;Aurora do Tocantins;130;136,67;27,97;72,03;535,8;1434;41,61;0,677;0,57;0,804;0,676;22,47;26,37;5,74;89,32;83,19;19,31;87,55;95,1;2,9;52,88;4,58;70,73;100
170290;1702901;Tocantins;2016;Axix  do Tocantins;101,58;74,21;17,83;82,17;324,56;3594;38,75;0,627;0,566;0,733;0,595;26,26;25,76;5,98;97,96;60,33;40,54;81,23;96,37;16,54;43,75;61,75;42,71;100
170300;1703008;Tocantins;2016;Babaculandia;76,29;102,06;52,71;47,29;313,37;4146;39,77;0,642;0,568;0,792;0,589;22,16;25,51;3,82;81,18;57,88;45,28;90,88;84,5;9,41;32,58;5,83;52,78;96,4
170305;1703057;Tocantins;2016;Bandeirantes do Tocantins;88,64;77,27;46,03;53,97;278;898;28,76;0,638;0,571;0,797;0,57;18,74;25,06;5,58;83,72;80,76;25,74;89,89;95,48;8,4;23,31;2,02;73,53;100
170307;1703073;Tocantins;2016;Barra do Ouro;77,01;67,82;46,98;53,02;256,28;1546;37,5;0,603;0,517;0,76;0,557;24,79;22,53;4,37;87,18;56,67;43,54;70,96;83,65;6,74;33,43;3,73;64,52;100
170310;1703107;Tocantins;2016;Barrolandia;128,79;130,3;16,26;83,74;335,26;2148;40,16;0,642;0,541;0,817;0,6;17,18;22,33;5,03;91,73;94,42;28,91;97,67;96,88;2,54;29,03;7,5;55,56;100
170320;1703206;Tocantins;2016;Bernardo Sayao;128,85;138,46;50,92;49,08;347,03;1903;42,71;0,638;0,573;0,748;0,606;19,74;25,61;6,58;96,73;87,06;30,05;96,94;97,5;7,68;20,81;4,81;80,6;100
170330;1703305;Tocantins;2016;Bom Jesus do Tocantins;111,11;136,11;25;75;381,43;1758;46,66;0,66;0,555;0,833;0,621;16,23;23,77;5,07;93,14;71,62;40,88;88,79;86,44;11,82;30,71;2,83;61,04;100
170360;1703602;Tocantins;2016;Brasilandia do Tocantins;113,79;117,24;30,43;69,57;428,48;819;39,68;0,684;0,601;0,831;0,64;18,47;29,15;7,45;98,69;84,16;29,87;99,08;94,34;10,5;46,72;3,22;69,23;100
170370;1703701;Tocantins;2016;Brejinho de Nazara;96,67;85,56;19,09;80,91;414,87;2141;41,29;0,686;0,619;0,82;0,635;17,98;32,41;6,77;89,66;80,78;26,8;94,45;96,59;12,91;37,91;3,01;71,6;100
170380;1703800;Tocantins;2016;Buriti do Tocantins;94,51;81,71;23,69;76,31;287,05;3397;34,78;0,627;0,601;0,713;0,575;24,53;31,3;7,2;98,33;63,33;48,53;76,56;96,26;22,26;48,09;38,77;58,33;95,51
170382;1703826;Tocantins;2016;Cachoeirinha;126,92;130,77;19,41;80,59;241,7;822;38,27;0,627;0,59;0,762;0,548;20,32;30,84;5,75;90,54;60,02;47,73;38,62;97,4;20,5;26,06;6,1;56;100
170384;1703842;Tocantins;2016;Campos Lindos;108,81;89,94;40,79;59,21;292,64;2899;35,62;0,544;0,377;0,738;0,578;23,42;18,68;5,33;89,53;46,63;55,26;82,56;79,21;21,58;25;2,51;38;100
170386;1703867;Tocantins;2016;Cariri do Tocantins;106,12;112,24;44,28;55,72;425,49;1667;44,38;0,662;0,549;0,826;0,639;15,59;25,3;4,54;97,67;86,68;25,42;95,11;96,99;5,22;29,58;3,33;85,96;100
170388;1703883;Tocantins;2016;Carmolandia;120;153,33;21,24;78,76;382,31;941;40,63;0,64;0,521;0,81;0,621;21,17;25,76;9,06;98,19;88,06;26,19;98,8;98,86;8,07;45,05;6,82;78,13;100
170389;1703891;Tocantins;2016;Carrasco Bonito;115,22;134,78;46,66;53,34;234,45;1374;37,26;0,594;0,531;0,728;0,543;32,02;23,87;4,83;92,75;77,8;45,61;82,79;95,54;11,7;41,04;19,11;53,85;100
170390;1703909;Tocantins;2016;Caseara;117,14;130;40,51;59,49;447,52;1929;41,93;0,658;0,534;0,825;0,647;19,35;24,1;7,05;95,45;61,52;38,33;96,83;82,44;32;35,49;2,72;60,76;100
170410;1704105;Tocantins;2016;Centen rio;133,33;145,83;41,39;58,61;280,17;777;30,28;0,569;0,461;0,7;0,571;30,65;21,89;5,04;98,43;51,95;34,25;91,86;66,47;3,3;37,61;1,31;50;100
170460;1704600;Tocantins;2016;Chapada de Areia;85,71;42,86;43,9;56,1;376,48;631;47,27;0,619;0,529;0,726;0,619;20,24;19,43;2,76;94,71;84,72;21,1;97,64;91,44;3,18;22,69;2,03;76,92;100
170510;1705102;Tocantins;2016;Chapada da Natividade;119,05;109,52;49,47;50,53;315,34;1046;31,92;0,62;0,497;0,814;0,59;22,82;20,16;3,33;95,15;50,89;37,03;99,17;80,17;4,9;25,54;1,99;62,16;100
170550;1705508;Tocantins;2016;Colinas do Tocantins;92,32;82,72;3,99;96,01;587,11;14580;47,28;0,701;0,614;0,814;0,69;12,92;32,56;10,22;98,48;89,41;26,45;97,28;98,19;6,87;41,8;36,54;66,32;100
170555;1705557;Tocantins;2016;Combinado;122,08;119,48;14,33;85,67;455,39;2160;46,26;0,697;0,639;0,815;0,649;19,73;30,15;7,49;93,18;91,48;17,12;77,65;96,66;3,62;27,4;22,28;62,22;100
170560;1705607;Tocantins;2016;Conceicao do Tocantins;128,26;147,83;30,39;69,61;310,96;1662;39,74;0,592;0,478;0,739;0,588;25,66;21,09;5,18;91,62;64,42;32,11;87,74;78,88;6,58;37,7;1,67;52,83;100
170600;1706001;Tocantins;2016;Couto Magalhaes;93,59;80,77;62,39;37,61;284,33;2031;40,55;0,605;0,508;0,76;0,574;18,82;23,54;4,58;90,22;65,11;38,47;95,74;93,89;17,88;29,82;3,16;61,11;100
170610;1706100;Tocantins;2016;Cristalandia;121,43;112,86;18,11;81,89;495,57;2967;41,01;0,673;0,57;0,805;0,663;13,63;30,38;8,49;98,76;89,01;22,94;98,41;92,94;6,39;32,14;3,91;67,07;100
170625;1706258;Tocantins;2016;Crix s do Tocantins;45,83;62,5;44,25;55,75;341,27;625;39,96;0,644;0,555;0,798;0,603;11,25;23,25;7,63;98,98;79,99;27,58;99,8;89,33;8,87;20,41;1,59;69,57;100
170650;1706506;Tocantins;2016;Darcinopolis;73,15;58,33;33,83;66,17;327,64;2112;40,05;0,581;0,429;0,764;0,597;22,09;14,62;4,16;85,12;56,48;40,53;95,88;91,7;13,37;35,41;3,22;51,28;100
170700;1707009;Tocantins;2016;Dianopolis;103,66;98,78;13,96;86,04;528,6;8850;46,31;0,701;0,624;0,822;0,673;13,68;36,81;12,26;93,95;78,63;30,93;97,3;95,21;10,59;39;5,94;58,39;97,79
170710;1707108;Tocantins;2016;Divinopolis do Tocantins;120,83;114,58;29,81;70,19;507,04;2745;43,14;0,683;0,585;0,816;0,667;17,65;26,83;7,75;98,92;81,78;23,74;96,66;90,61;7,03;29,22;2,71;79,09;100
170720;1707207;Tocantins;2016;Dois Irmaos do Tocantins;139,22;166,67;61,22;38,78;245,98;2458;34,32;0,583;0,442;0,813;0,551;18,67;16,83;2,92;83,69;58,82;23,62;99,54;82,21;9,86;16,51;1,91;81,94;100
170730;1707306;Tocantins;2016;Duera;100;86,15;33,47;66,53;467,9;1955;42,57;0,679;0,566;0,846;0,654;13,54;27,22;5,73;98,34;85,63;31,56;98,42;93,44;7,37;26,05;1,34;76,47;100
170740;1707405;Tocantins;2016;Esperantina;93,83;86,42;51,31;48,69;174,51;2729;28,8;0,57;0,524;0,715;0,495;24,93;24,7;4,53;94,89;46,47;52;66,69;95,86;37,42;40,35;18,8;46,1;100
170755;1707553;Tocantins;2016;F tima;130,77;138,46;17,61;82,39;464,94;1571;41,29;0,697;0,638;0,813;0,653;16,26;34,82;7,18;99,03;88,15;24,9;96,07;97,46;2,61;28,67;9,94;56,25;100
170765;1707652;Tocantins;2016;Figueiropolis;73,61;105,56;24,08;75,92;498,31;2799;52,42;0,689;0,6;0,822;0,664;18,02;32,69;7,76;99,31;90,43;13,26;97,12;94,88;5,33;39,13;2,77;57,75;100
170770;1707702;Tocantins;2016;Filadalfia;89,62;103,77;34,89;65,11;291,57;2958;34,78;0,621;0,522;0,792;0,578;20,87;26,01;5,41;86,11;66,92;40,69;79,43;88,64;12,98;31,05;4,28;37,93;100
170820;1708205;Tocantins;2016;Formoso do Araguaia;98,05;94,94;27,64;72,36;429,17;8096;43,94;0,67;0,587;0,801;0,64;13,93;29,76;7,55;97,72;77,84;28,54;92,04;96,56;8,29;34,35;1,37;60;100
170825;1708254;Tocantins;2016;Fortaleza do Tabocao;93,55;98,39;18,64;81,36;370;998;41,26;0,659;0,575;0,808;0,616;18,97;28,95;6,79;93,17;96,47;26,94;99,8;97,48;1,5;33,28;3,89;20,41;100
170830;1708304;Tocantins;2016;Goianorte;109,33;98,67;44,31;55,69;329,64;2167;43,72;0,621;0,497;0,805;0,598;17,96;21,41;5,62;93,32;64,6;24,93;93;87,22;15,84;27,7;2,75;75;100
170900;1709005;Tocantins;2016;Goiatins;75,89;69,96;58,98;41,02;232,19;4108;34,05;0,576;0,462;0,765;0,541;27,64;20,48;5,32;82,78;47,88;52,96;76,5;62,63;10,72;32,08;1,88;36,68;100
170930;1709302;Tocantins;2016;Guarai;84,46;70,93;8,93;91,07;722,83;12016;51,79;0,741;0,67;0,839;0,724;12,1;38,22;12,86;95,4;89,75;25,43;96,84;99,52;3,36;39,59;10,23;65,78;100
170950;1709500;Tocantins;2016;Gurupi;92,91;88,13;2,29;97,71;778,9;41080;53,52;0,759;0,706;0,843;0,736;6,84;47,92;13,64;99,18;92,82;20,93;97,98;99,28;3,79;38,28;41,8;67,23;86,55
170980;1709807;Tocantins;2016;Ipueiras;121,43;114,29;41,55;58,45;288,55;617;37,64;0,62;0,518;0,797;0,576;17,07;18,11;3,02;96,72;80,43;24,98;91,09;91,96;2,54;37,84;2,01;83,87;100
171050;1710508;Tocantins;2016;Itacaj ;87,66;86,36;39,85;60,15;304,55;2329;32,78;0,612;0,491;0,798;0,585;19,37;26,66;7,54;89,95;64,04;38,08;99,54;74,49;7,94;26,44;2,33;44,35;100
171070;1710706;Tocantins;2016;Itaguatins;97,01;67,16;43,67;56,33;281,62;1779;29,51;0,616;0,511;0,799;0,572;26,72;21,69;4,79;88,27;61,73;41,46;83,86;90,14;14,67;41,21;8,15;69,57;100
171090;1710904;Tocantins;2016;Itapiratins;125;134,09;45,81;54,19;357,54;1994;56,46;0,601;0,446;0,796;0,611;20,92;17,68;3,87;80,98;57,1;35,56;89,31;78,99;5,93;22,77;2,84;55,77;100
171110;1711100;Tocantins;2016;Itapora do Tocantins;94,44;130,56;36,07;63,93;363,13;1185;48,47;0,65;0,531;0,842;0,613;20,47;27,16;5,12;97,05;72,97;21,77;96,95;95,57;18,33;42,08;2,51;84,21;100
171150;1711506;Tocantins;2016;Ja£ do Tocantins;108,33;122,92;62,65;37,35;523,53;1568;44,71;0,662;0,529;0,815;0,672;14,22;20,06;5,65;90,1;68,88;16,59;98,01;87,08;12,45;31,47;1,61;84,85;100
171180;1711803;Tocantins;2016;Juarina;134,62;142,31;53,7;46,3;265,5;877;39,31;0,584;0,478;0,742;0,563;16,78;21,36;5,51;92,77;73,33;29,67;97,27;91,09;10,65;24,04;4,64;65;100
171190;1711902;Tocantins;2016;Lagoa da Confusao;81,28;80,85;37,98;62,02;404,61;4432;43,41;0,627;0,496;0,787;0,63;14,31;25,79;5,67;89,25;63,06;47,33;95,27;85,86;19,71;18,32;0,97;52,25;100
171195;1711951;Tocantins;2016;Lagoa do Tocantins;125,42;149,15;28;72;235,28;1283;36,4;0,579;0,471;0,758;0,543;24,92;20,25;8,8;94,44;68,74;46,44;90,11;88,27;6,14;41,95;3,87;53,13;85,46
171200;1712009;Tocantins;2016;Lajeado;109,8;143,14;21,89;78,11;527,21;1284;46,3;0,675;0,573;0,798;0,673;10,54;30,48;6,52;91,89;73,85;30,23;94,43;98,6;14,85;18,83;8,6;67,86;100
171215;1712157;Tocantins;2016;Lavandeira;70,37;59,26;36,26;63,74;330,96;807;50,28;0,66;0,62;0,775;0,598;23,96;29,38;5,02;75,92;80,49;23,27;91,35;87,72;2,8;24,64;3,09;68,42;100
171240;1712405;Tocantins;2016;Lizarda;148,72;133,33;30,66;69,34;302,83;1023;27,46;0,57;0,415;0,765;0,584;24,24;22,04;5,04;79,68;57,31;38,05;32,27;72,7;1,36;28,37;0,65;51,22;90,89
171245;1712454;Tocantins;2016;Luzinopolis;103,45;51,72;36,12;63,88;319,83;1066;40,66;0,639;0,605;0,726;0,593;19,84;29,12;6,77;83,63;71,26;36,56;94,85;98,8;7,84;32,65;9,38;68;100
171250;1712504;Tocantins;2016;Marianopolis do Tocantins;113,85;69,23;45,24;54,76;403,96;2160;49,63;0,631;0,504;0,792;0,63;19,36;22,41;6,76;98,58;81,77;32,58;94,27;94,55;8,93;25,65;2,08;67,86;100
171270;1712702;Tocantins;2016;Mateiros;94,29;117,14;36,26;63,74;307,46;1086;48,85;0,607;0,463;0,823;0,586;28,78;22,8;5,48;83,63;64,39;45,52;98,4;88,94;3,41;38,79;0,23;50;100
171280;1712801;Tocantins;2016;Maurilandia do Tocantins;125;175;36,05;63,95;233,68;898;28,47;0,58;0,498;0,724;0,542;25,49;22,88;4,47;88,71;51,98;42,22;75,92;95,77;13,19;30;4,27;84;100
171320;1713205;Tocantins;2016;Miracema do Tocantins;86,53;73,35;13,28;86,72;533,46;8888;42,97;0,684;0,579;0,82;0,675;11,97;35,55;9,33;96,09;89,5;31,39;97,79;99;4,45;36,83;7,79;60,45;100
171330;1713304;Tocantins;2016;Miranorte;46,95;39,02;12,57;87,43;410,45;5875;46,54;0,662;0,571;0,804;0,633;14,73;29,8;5,63;97,1;92,93;24,39;99,25;98,27;1,85;41,69;12,24;64,43;100
171360;1713601;Tocantins;2016;Monte do Carmo;97,92;98,96;57,1;42,9;351,96;2328;34,66;0,622;0,489;0,808;0,608;21,34;19,36;5,35;88,65;59,74;33,89;97,62;77,88;19,77;25,58;1,86;70,11;91,57
171370;1713700;Tocantins;2016;Monte Santo do Tocantins;78,95;128,95;78,42;21,58;280,98;798;38,27;0,62;0,547;0,76;0,572;17,59;22,18;1,59;90,96;77,89;22,3;95,11;94,04;7,28;37,26;1,91;60,71;100
171380;1713809;Tocantins;2016;Palmeiras do Tocantins;130,99;94,37;43,69;56,31;307,43;2252;39,23;0,628;0,522;0,81;0,586;18,62;23,7;4,3;84,09;62,1;34,89;81,87;95,11;19,55;44,79;7,67;65,85;100
171395;1713957;Tocantins;2016;Muricilandia;113,95;72,09;42,89;57,11;234,22;921;29,22;0,596;0,524;0,745;0,543;26,08;23,4;4,27;88,57;60,01;38,31;87,59;93,03;16,18;33,07;2,66;71,74;100
171420;1714203;Tocantins;2016;Natividade;133,61;113,11;20,06;79,94;446,32;3544;39,38;0,673;0,556;0,847;0,646;20,64;30,6;8,59;88,87;76,9;27,01;93,96;92,73;5,89;38,34;2,78;71,79;100
171430;1714302;Tocantins;2016;Nazara;121,28;140,43;54,61;45,39;302,39;1565;35,68;0,643;0,576;0,792;0,584;22,47;28,12;7,51;92,64;77,51;24,02;93,88;98,63;11,3;52,56;11,08;62,5;100
171488;1714880;Tocantins;2016;Nova Olinda;89,4;72,35;30,14;69,86;365,84;4325;40,47;0,631;0,535;0,765;0,614;18,56;22,03;4,42;95,05;76,72;31,39;90,15;96,6;8,26;31,09;6,82;62,57;100
171500;1715002;Tocantins;2016;Nova Rosalandia;110,91;109,09;34,54;65,46;299,38;1262;33,47;0,661;0,628;0,791;0,582;16,43;31,56;7,17;98,77;82,36;25,67;99,05;99,18;15,06;31,67;7,3;73,17;100
171510;1715101;Tocantins;2016;Novo Acordo;116,67;127,78;18,05;81,95;374,83;1527;40,59;0,639;0,53;0,797;0,618;16,33;25,33;7,66;93,58;84,18;31,74;94,27;88,31;5,43;44,96;1,41;42,86;100
171515;1715150;Tocantins;2016;Novo Alegre;140;115;25,68;74,32;433,31;1058;46,28;0,699;0,654;0,812;0,642;15,11;40,59;8,71;84,62;91,48;19,68;98,26;94,04;4,36;37,16;11,42;35;100
171525;1715259;Tocantins;2016;Novo Jardim;108,57;114,29;27,72;72,28;259,32;1071;43,59;0,596;0,52;0,73;0,559;21,86;19,79;1,92;88,38;80,93;34,88;97,13;89,22;6,89;33,08;1,88;47,06;100
171550;1715507;Tocantins;2016;Oliveira de Fatima;152,94;141,18;21,22;78,78;396,97;356;34,33;0,675;0,614;0,798;0,627;18,26;33,57;7,74;98,75;93,34;29,73;97,43;98,24;1,82;31,03;5,04;65,38;100
171570;1715705;Tocantins;2016;Palmeirante;85,42;102,08;61,12;38,88;267,76;2010;40,57;0,571;0,436;0,756;0,564;21,79;17,57;4,18;77,58;45,52;44,95;46,79;81,38;14,86;25,57;1,88;55,38;100
171575;1715754;Tocantins;2016;Palmeiropolis;150,65;146,75;18,5;81,5;463,45;3605;49,12;0,673;0,571;0,817;0,652;14,22;25,86;5,77;93,52;81,32;19,79;97,13;94,09;4,68;29,54;4,31;68,35;100
171610;1716109;Tocantins;2016;Paraiso do Tocantins;79,29;79,64;4,38;95,62;899,57;24038;54,12;0,764;0,706;0,831;0,759;7,34;43,76;9,86;99,43;96,04;21,51;98,33;99,72;2,24;38,33;35,03;73,21;100
171620;1716208;Tocantins;2016;Parana;95,39;95,39;54,34;45,66;311,37;3723;36,01;0,595;0,461;0,777;0,588;28,33;20,15;6,32;66,91;43,56;34,75;98,11;62,92;19,63;37,25;0,92;40,41;97,89
171630;1716307;Tocantins;2016;Pau D'Arco;105,08;106,78;36,79;63,21;380,41;2109;45,97;0,661;0,587;0,792;0,621;20,44;23,64;5,46;92,35;72,97;32,98;81,8;95,66;7,72;47,07;3,33;43,48;100
171650;1716505;Tocantins;2016;Pedro Afonso;80,87;81,23;13,2;86,8;618,56;5606;48,58;0,732;0,664;0,846;0,699;11,27;43,48;10,39;96,98;90,89;28,16;95,41;96,44;1,55;33,4;5,74;55,95;100
171660;1716604;Tocantins;2016;Peixe;95,24;81,75;49,59;50,41;547,9;4638;44,66;0,674;0,555;0,812;0,679;17,82;22,24;5,7;95,74;74,07;25,53;98,35;94,65;10,05;33,29;1,96;56,92;100
171665;1716653;Tocantins;2016;Pequizeiro;101,67;105;52,71;47,29;313,34;2145;42,44;0,627;0,518;0,806;0,589;21,33;20,14;4,75;89,43;51,62;33,74;97,78;95,71;19,22;21,37;4,18;75;100
171670;1716703;Tocantins;2016;Colmaia;119,13;97,39;26,02;73,98;442,96;3958;45,96;0,671;0,574;0,816;0,645;20,32;27,37;7,94;93,95;86,35;20,6;98,69;95,95;5,39;30,67;8,69;68,63;100
